Nombre;Dirección;Municipio;Código_Postal;Provincia;Teléfono;Categoria
PRATS DE REI (ELS)        ;C/ RAVALET, Nº 31                                                     ;Prats de Rei, Els                       ;8281           ;BARCELONA      ;938698102      ;ABS
VALLBONA D'ANOIA          ;C/ MAJOR, Nº 36                                                       ;Vallbona d'Anoia                        ;8785           ;BARCELONA      ;937719171      ;ABS
CAPELLADES                ;C/ TORRENOVA, Nº 18                                                   ;Capellades                              ;8786           ;BARCELONA      ;938011691      ;ABS
LA TORRE DE CLARAMUNT     ;C/ CASTELL, Nº 15                                                     ;Torre de Claramunt, La                  ;8789           ;BARCELONA      ;938012852      ;ABS
CARDONA                   ;PASSEIG MOSSÉN JOAN RIBA, Nº 1                                        ;Cardona                                 ;8261           ;BARCELONA      ;938692450      ;ABS
LA COROMINA               ;C/ TEULISSOS, Nº 5                                                    ;Cardona                                 ;8261           ;BARCELONA      ;938692856      ;ABS
MONTMAJOR                 ;CAMÍ DE BERGA, Nº 2                                                   ;Montmajor                               ;8261           ;BARCELONA      ;938246000      ;ABS
SANT MARTÍ DE CENTELLES   ;C/ ESTACIÓ, Nº 2                                                      ;Sant Martí de Centelle                  ;8592           ;BARCELONA      ;938440500      ;ABS
CENTELLES                 ;PLA DEL MESTRE, Nº 7                                                  ;Centelles                               ;8540           ;BARCELONA      ;938810485      ;ABS
BALENYÀ                   ;C/ MAJOR, Nº 46                                                       ;Balenyà                                 ;8550           ;BARCELONA      ;938898321      ;ABS
IGUALADA NORD             ;C/ BELGICA, Nº 5                                                      ;Igualada                                ;8700           ;BARCELONA      ;938075800      ;ABS
BORGONYÀ                  ;CRTA. BORGONYÀ, Nº 5                                                  ;Sant Vicenç de Torelló                  ;8571           ;BARCELONA      ;938505130      ;ABS
SANT VICENÇ DE TORELLÓ    ;PL. CAL FARRÉ, Nº 14                                                  ;Sant Vicenç de Torelló                  ;8571           ;BARCELONA      ;938591957      ;ABS
SANT PERE DE TORELLÓ      ;PL. DR. MUNMANY, S/N                                                  ;Sant Pere de Torelló                    ;8572           ;BARCELONA      ;938584277      ;ABS
TORELLÓ                   ;AV. POMPEU FABRA, Nº 8                                                ;Torelló                                 ;8570           ;BARCELONA      ;938504841      ;ABS
LA TORRE D'ORISTÀ         ;C/ MOSSÉN RIBA PONT, Nº 69                                            ;Oristà                                  ;8518           ;BARCELONA      ;938880097      ;ABS
PRATS DE LLUÇANÈS         ;C/ DE MONTSERRAT, Nº 2                                                ;Prats de Lluçanès                       ;8513           ;BARCELONA      ;938560251      ;ABS
SANTA EULÀLIA DE PUIGORIOL;C/ ROURET, S/N                                                        ;Lluçà                                   ;8514           ;BARCELONA      ;938554062      ;ABS
PERAFITA                  ;C/ MAJOR, Nº 4, Nº BAIX                                               ;Perafita                                ;8589           ;BARCELONA      ;938530204      ;ABS
SANT BARTOMEU DEL GRAU    ;C/ PONENT, S/N                                                        ;Sant Bartomeu del Grau                  ;8519           ;BARCELONA      ;938889362      ;ABS
OLOST DE LLUÇANÈS         ;C/GIRONA, Nº 1                                                        ;Olost                                   ;8516           ;BARCELONA      ;938880408      ;ABS
SANTA CREU DE JUTGLAR     ;C/ VELL, Nº 13                                                        ;Olost                                   ;8515           ;BARCELONA      ;938880408      ;ABS
ORISTÀ                    ;PL. MAJOR, Nº 1                                                       ;Oristà                                  ;8518           ;BARCELONA      ;938128006      ;ABS
MANLLEU                   ;C/ CASTELLOT, Nº 17                                                   ;Manlleu                                 ;8560           ;BARCELONA      ;938506484      ;ABS
SANT SALVADOR DE GUARDIOLA;C/ DE DALT, Nº 16                                                     ;Sant Salvador de Guard                  ;8253           ;BARCELONA      ;938358205      ;ABS
EL XUP                    ;C/  VIVENDES PARE IGNASI PUIG, S/N                                    ;Manresa                                 ;8240           ;BARCELONA      ;938729306      ;ABS
SANT ANDREU               ;C/ REMEI DE DALT, Nº 8-14                                             ;Manresa                                 ;8240           ;BARCELONA      ;938744100      ;ABS
CASTELLFOLLIT DEL BOIX    ;C/ AJUNTAMENT, S/N                                                    ;Castellfollit del Boix                  ;8255           ;BARCELONA      ;609335962      ;ABS
EL CALBET                 ;C/ PAU CASALS, S/N                                                    ;Sant Salvador de Guard                  ;8253           ;BARCELONA      ;938354000      ;ABS
BAGES                     ;SOLER I MARC, Nº 6                                                    ;Manresa                                 ;8240           ;BARCELONA      ;938748178      ;ABS
LES BASES DE MANRESA      ;CREU GUIXERA, Nº 51                                                   ;Manresa                                 ;8243           ;BARCELONA      ;938772222      ;ABS
SAGRADA FAMÍLIA (FONERIA) ;C/ SANT CRISTÒFOL, Nº 34                                              ;Manresa                                 ;8243           ;BARCELONA      ;938747813      ;ABS
MONISTROL DE MONTSERRAT   ;C/ MANRESA, Nº 4                                                      ;Monistrol de Montserra                  ;8691           ;BARCELONA      ;938284040      ;ABS
VACARISSES                ;C/ SALVADOR BADIA, S/N                                                ;Vacarisses                              ;8233           ;BARCELONA      ;938280274      ;ABS
RELLINARS                 ;PL. AJUNTAMENT, S/N                                                   ;Rellinars                               ;08299          ;BARCELONA      ;938345000      ;ABS
CASTELLBELL I EL VILAR    ;C/ ROSA D'ABRIL, S/N                                                  ;Castellbell i el Vilar                  ;8296           ;BARCELONA      ;938282080      ;ABS
