Nombre;Dirección;Municipio;Código Postal;Teléfono
BATALLE TAPIOLES, ADELA/BATALLE TAPIOLAS, JOSEP LLUIS;PLA�A    PROGRES                  41;TERRASSA                  ;08224          ;937881341      
BELMONTE CASTAN, CRISTINA                            ;RAMBLA   EGARA                    289;TERRASSA                  ;08221          ;937807524      
MAQUA ESCANON, M. PILAR                              ;CARRER   LOLA ANGLADA             38;TIANA                     ;08391          ;933952706      
FABRE BUXADERAS, JOSEP                               ;CARRER   BARCELONA                2;TONA                      ;08551          ;938870238      
MARCOVAL MARTI, NURIA                                ;PLA�A    ESGLESIA                 8;TORDERA                   ;08399          ;937640992      
PRAT BOFIIL, FORTIA/PRAT BOFILL, JORDI               ;CARRER   PONT                     21;TORELLO                   ;08570          ;938590381      
FONT BOU, MIREIA                                     ;CARRER   ANSELM CLAVE             2;TORELLO                   ;08570          ;938590088      
ACEVES ARGEMI, HELENA                                ;CARRER   ENRIC PRAT DE LA RIBA    1;TORELLO                   ;08570          ;938590439      
CUCURELLA ABRIL, M. VICTORIA                         ;CARRER   MAJOR                    332;VALLIRANA                 ;08759          ;936601127      
FARGAS RIERA, JOSEP                                  ;CARRER   BISBE MORGADAS           25;VIC                       ;08500          ;938856162      
BARNOLAS PUIGBO,FELISA                               ;RAMBLA   DEL CARME                37;VIC                       ;08500          ;938863509      
YLLA-CATALA BORE, IGNASI                             ;PLA�A    PARADIS                  3;VIC                       ;08500          ;938863784      
URGELL CANAL, F. XAVIER                              ;RAMBLA   HOSPITAL                 18;VIC                       ;08500          ;938853863      
VILAPLANA PENELLA, JOSEP                             ;PLA�A    MAJOR                    17;VIC                       ;08500          ;938860824      
AMADO CERCOS, PERE/AMADO MONSARRO, ORIOL             ;CARRER   SANT PERE                2;VILAFRANCA DEL PENEDES    ;08720          ;938901239      
BOSCH CASTELL, ROMAN                                 ;CARRER   PARELLADA                23;VILAFRANCA DEL PENEDES    ;08720          ;938920173      
PLANAS HUGUET, JOSEP/ANTONIA                         ;RAMBLA   LA GIRADA                15;VILAFRANCA DEL PENEDES    ;08720          ;938901826      
PAUSAS MAS, LL./PEDREROL GALLEGO, M. A.              ;CARRER   PARELLADA                39;VILAFRANCA DEL PENEDES    ;08720          ;938920591      
MIRALLES FIGUERES, ELOI                              ;CARRER   DE LA CORT               1;VILAFRANCA DEL PENEDES    ;08720          ;938920123      
BENEDICTO PUIG, MARIA MERCEDES                       ;CARRER   DE LA CORT               37;VILAFRANCA DEL PENEDES    ;08720          ;938920176      
LOBATO RODRIGUEZ,C/LOBATO RODRIGUEZ, C               ;RAMBLA   PRINCIPAL                124;VILANOVA I LA GELTRU      ;08800          ;938930086      
GUASCH COTS, ANNA                                    ;CARRER   CAPUTXINS                48;VILANOVA I LA GELTRU      ;08800          ;938930147      
PEDRAZA FERRER, FERNANDO                             ;PLA�A    SOLER I GUSTEMS          20;VILANOVA I LA GELTRU      ;08800          ;938930096      
GIRALT GIRALT,MONTSERRAT/RABADAN GIRALT.JOSE LUIS    ;RAMBLA   PRINCIPAL                11;VILANOVA I LA GELTRU      ;08800          ;938930302      
MASIP GUASCH,ALBERT/MASIP GUASCH,JORDI               ;CARRER   JOSEP COROLEU            79;VILANOVA I LA GELTRU      ;08800          ;938156337      
SOLER MIRET, MARIA VICTORIA                          ;CARRER   SANT GREGORI             21;VILANOVA I LA GELTRU      ;08800          ;938930030      
GONZALEZ SOLA,FRANCESC M                             ;CARRER   MALLORCA                 519;BARCELONA                 ;08026          ;932356885      
MAURI MARTINEZ, ROSA MA                              ;CARRER   SALVA                    33;BARCELONA                 ;08004          ;932416588      
AGUILAR PIERA, JOAN                                  ;CARRER   CREU COBERTA             95;BARCELONA                 ;08014          ;934319170      
DOMINGO ESGLEYES, MIRIAM                             ;CARRER   GRAN DE GRACIA           237;BARCELONA                 ;08012          ;932175537      
TOMAS PARRA, CINTA                                   ;CARRER   TEODORA LAMADRID         27;BARCELONA                 ;08022          ;934342000      
ALEMANY CAHNER, MONTSERRAT                           ;GRAN VIA CORTS CATALANES          527;BARCELONA                 ;08011          ;934546314      
MORLAN SALA, M.TERESA                                ;CARRER   PANISSARS                13;BARCELONA                 ;08028          ;933395967      
ROSENFELD BARRENECHEA, RICARD                        ;CARRER   XUCLA                    21;BARCELONA                 ;08001          ;933019335      
MARTINEZ MENDEZ, MARIA CARMEN                        ;CARRER   MARIA AGUILO             125;BARCELONA                 ;08005          ;933093586      
AGUIRRE CANYADELL, MONTSERRAT                        ;CARRER   ELKANO                   70;BARCELONA                 ;08004          ;932416091      
PUJOL CID, JOAN LLUIS                                ;CARRER   AMPLE                    25;BARCELONA                 ;08002          ;933011643      
MONTERO QUEROL, JOSEP                                ;CARRER   CONSELL DE CENT          22;BARCELONA                 ;08014          ;934319879      
GELABERT COLOM-NOGUERA, ANNA                         ;RAMBLA   CATALUNYA                66;BARCELONA                 ;08007          ;932154453      
SOLER GORNALS, CATALINA/SOLER GORNALS JOSEP L        ;PASSEIG  SANT JOAN                117;BARCELONA                 ;08037          ;932576339      
DE LA IGLESIA PERELLO, LORENA                        ;RAMBLA   CARMEL                   44;BARCELONA                 ;08032          ;934294522      
BRAGULAT ROVIRA, SANTIAGO/BELMONTE MARTINEZ, SONIA   ;CARRER   BAILEN                   113;BARCELONA                 ;08009          ;934575701      
MAURI MARTINEZ, EMILIA                               ;CARRER   RAMON Y CAJAL            24;BARCELONA                 ;08012          ;932135817      
RODRIGUEZ BASCIANO, ALAIN ADOLFO                     ;CARRER   SOMBRERERS               19;BARCELONA                 ;08003          ;933103460      
HERRERO CERDA, JOSEP                                 ;CARRER   COMTE BORRELL            68;BARCELONA                 ;08015          ;932235846      
PEDRAGOSA CACHA, SANTIAGO                            ;CARRER   SANT PERE MES BAIX       17;BARCELONA                 ;08003          ;932190397      
ALARCON RUIZ,M/ALARCON RUIZ, A                       ;CARRER   BRUC                     64;BARCELONA                 ;08009          ;933177491      
MATEU BELLES,  M. JOANA                              ;GRAN VIA CORTS CATALANES          669 bis;BARCELONA                 ;08013          ;932452038      
CASTELLO TORTELLA, RAFAEL                            ;CARRER   DUC DE LA VICTORIA       10;BARCELONA                 ;08002          ;933178840      
BARTUREN ECHEVERRIA, BEGO�A                          ;CARRER   CASP                     151;BARCELONA                 ;08013          ;932319406      
COLLELLMIR MORALES, MARTA                            ;CARRER   SANT ANTONI MARIA CLARET 181;BARCELONA                 ;08026          ;934356684      
ALVAREZ PEREZ/HIGUERAS CASARES                       ;GRAN VIA CORTS CATALANES          688;BARCELONA                 ;08010          ;932650127      
ESCUDERO GARCIA, MARIA JOSEFA                        ;CARRER   SANTS                    5;BARCELONA                 ;08014          ;934212520      
ROSON RIO, SANTIAGO                                  ;CARRER   PAU CLARIS               111;BARCELONA                 ;08009          ;933172093      
BARENYS DE LACHA, LLUIS                              ;CARRER   COMTAL                   25;BARCELONA                 ;08002          ;933178344      
FONOLL PIQUE, JOSEP                                  ;CARRER   SANT PERE MES BAIX       52;BARCELONA                 ;08003          ;933190329      
BARDINA CORTES, JOSEP MA.                            ;CARRER   PERE IV                  210;BARCELONA                 ;08005          ;933091715      
MARRUGAT FONTANALS, OSCAR                            ;CARRER   CONSELL DE CENT          253;BARCELONA                 ;08011          ;932534704      
VALENTINES,TERESA/GELABERT, ANNA                     ;CARRER   VERDI                    7;BARCELONA                 ;08012          ;932133048      
CAUS RUIZ, M. ISABEL/BASORA FARRE, CARLES            ;GRAN VIA CORTS CATALANES          571;BARCELONA                 ;08011          ;934545362      
HERNANDEZ MIQUEL, GEMMA                              ;CARRER   MAJOR DE SARRIA          70;BARCELONA                 ;08017          ;932030864      
AGUILAR HERNANDEZ, ESTHER                            ;CARRER   NAVAS DE TOLOSA          375;BARCELONA                 ;08041          ;933518164      
TORRENS BLANCH, MONTSERRAT                           ;CARRER   VERDI                    70;BARCELONA                 ;08012          ;972172088      
TOLEDO FERNANDEZ, ESTHER                             ;CARRER   PORTAFERRISSA            1;BARCELONA                 ;08002          ;933024345      
MARTINEZ CAMPOS, JUAN JOSE                           ;PLA�A    URQUINAONA               8;BARCELONA                 ;08010          ;933019643      
ALLUE MUGARRA, ALEJANDRO                             ;AVINGUDA MARQUES DE L'ARGENTERA   5;BARCELONA                 ;08003          ;933192006      
GONZALEZ EXPOSITO, MONICA                            ;PASSEIG  SANT JOAN                101;BARCELONA                 ;08037          ;932575179      
BERASATEGUI BERASATEGUI,TOMAS                        ;CARRER   MONTMANY                 7;BARCELONA                 ;08012          ;932137774      
GUERRERO AGUSTI, ADRIANA                             ;CARRER   HOSPITAL                 70;BARCELONA                 ;08001          ;932423415      
MORERA SERDA, JOSEFA                                 ;CARRER   ROSER                    28;BARCELONA                 ;08004          ;932416176      
BOTET CARRERAS, ADRIA                                ;CARRER   INDEPENDENCIA            345;BARCELONA                 ;08026          ;932356895      
CASTRO ACCION, JOSE LUIS                             ;AVINGUDA DIAGONAL                 440;BARCELONA                 ;08037          ;934161418      
HERNANDEZ DE LA ROSA, CARME                          ;         RAMBLA                   38;BARCELONA                 ;08002          ;933172192      
SEGON CUCURULL, IMMACULADA                           ;CARRER   ENRIC GRANADOS           155;BARCELONA                 ;08008          ;932185387      
DE BOLOS GIRALT, JORDI                               ;RAMBLA   CATALUNYA                77;BARCELONA                 ;08007          ;932152975      
RUIZ SENTIS, MONTSERRAT                              ;CARRER   SAGRERA                  110;BARCELONA                 ;08027          ;933522909      
