Id;Codifarm;Nom;Municipi;Adreça;CP;Tipusdevia;Numerovia;Telefon;Nomabs
66934;F08000650;TORRENTS ARNALDICH, NURIA;GRANOLLERS;ANSELM CLAVE;8400;CARRER;31;938700259;GRANOLLERS 3-CENTRE EST
66935;F08000667;VIÑAMATA NEBOT, ISABEL;GRANOLLERS;MUSEU;8400;CARRER;20-22;938794018;GRANOLLERS 3-CENTRE EST
66936;F08000674;PARERA BONANY, MARIA;GRANOLLERS;DE L'OLI;8400;PLAÇA;3;938700038;GRANOLLERS 3-CENTRE EST
66937;F08000681;BRETCHA FORNS, MARTA;GRANOLLERS;JOAN PRIM;8400;CARRER;29;938403900;GRANOLLERS 3-CENTRE EST
66938;F08000699;VILADES FREIXA, JOSEP;GUARDIOLA DE BERGUEDA;RIBES;8694;CARRETERA;1;938240006;ALT BERGUEDA
66939;F08000709;BERTRAN GOMEZ, MONTSERRAT/CAMACHO PELAEZ, SARA;HOSPITALET DE LLOBREGAT L';PROGRES;8903;CARRER;85;932495169;HOSPITALET DE LLOBREGAT 3
66940;F08000716;HUGUET HIGUERAS, LLUIS;HOSPITALET DE LLOBREGAT L';COLLBLANC;8903;CARRETERA;50;932490064;HOSPITALET DE LLOBREGAT 3
66941;F08000723;PUJADAS SARET,A/PUJADAS PIULACHS,A/PUJADAS PIULACHS,X;HOSPITALET DE LLOBREGAT L';LLOBREGAT;8904;CARRER;136;934495136;HOSPITALET DE LLOBREGAT 4
66942;F08000730;HUGUET TERMES, MARIA TERESA;HOSPITALET DE LLOBREGAT L';MAJOR;8901;CARRER;34;933370637;HOSPITALET DE LLOBREGAT 1
66943;F08000748;ALAMOS LOPEZ, PILAR;HOSPITALET DE LLOBREGAT L';DR.MARTI I  JULIA;8903;CARRER;177;934313391;HOSPITALET DE LLOBREGAT 4
66944;F08000755;MORALES PUJOL, CARMEN;HOSPITALET DE LLOBREGAT L';DR.MARTI JULIA;8903;CARRER;63;932497264;HOSPITALET DE LLOBREGAT 3
66945;F08000762;DASCA DE MOXO, M TERESA;HOSPITALET DE LLOBREGAT L';MARINA;8901;RAMBLA;441;933370072;HOSPITALET DE LLOBREGAT 1
66946;F08000770;MIRANDA MUÑOZ, ALEXANDRE;HOSPITALET DE LLOBREGAT L';MAJOR;8901;CARRER;19;933370430;HOSPITALET DE LLOBREGAT 1
66947;F08000787;ZABALA DE OLEZA, RAFAEL;HOSPITALET DE LLOBREGAT L';APRESTADORA;8902;CARRER;80;933318444;HOSPITALET DE LLOBREGAT 6
66948;F08000794;DE GABRIEL BLASCO, CARLES;HOSPITALET DE LLOBREGAT L';PUJÓS;8904;CARRER;49;932494923;HOSPITALET DE LLOBREGAT 3
66949;F08000804;PUIG ROMEU, JOSEP MA.;HOSPITALET DE LLOBREGAT L';PROGRES;8904;CARRER;39;932493246;HOSPITALET DE LLOBREGAT 3
66950;F08000811;BALSELLS TURMO,ELIA/BALSELLS TURMO,MARTA;HOSPITALET DE LLOBREGAT L';SANTA EULALIA;8902;CARRER;97;933315698;HOSPITALET DE LLOBREGAT 5
66951;F08000829;MORENO MURILLO, RAQUEL;HOSPITALET DE LLOBREGAT L';ENRIC PRAT DE LA RIBA;8901;CARRER;161;933372556;HOSPITALET DE LLOBREGAT 2
66952;F08000836;MISERACHS SOLA, ANNA;IGUALADA;NOVA;8700;RAMBLA;1;938030598;IGUALADA-1
66953;F08000843;BAUSILI LOPEZ-SAEZ, JUAN BOSCO;IGUALADA;BORN;8700;CARRER;9;938031933;IGUALADA-1
66954;F08000850;GODO SOLER, JOSEP;IGUALADA;DE LA CREU;8700;PLAÇA;7;938031488;IGUALADA-1
66955;F08000868;SINGLA BARCELO, RAMON;IGUALADA;MESTRE MONTANER;8700;AVINGUDA;23-26;938050479;IGUALADA-2
66956;F08000875;TORELLO ENRICH, JORDI;IGUALADA;MOSSEN JACINT VERDAGUER;8700;PASSEIG;82;938031873;IGUALADA-1
66957;F08000890;PERICH TOMAS, FRANCESC;LLINARS DEL VALLES;COMAS MASFERRER;8450;AVINGUDA;41;938410094;ALT MOGENT
66958;F08000900;BUÑOL TORDERA, PERE;MALGRAT DE MAR;MAR;8380;CARRER;80;937654021;MALGRAT DE MAR
66959;F08000917;VILADEVALL MASENS,S/VILADEVALL GARRIGA,N;MALGRAT DE MAR;CARME;8380;CARRER;28;937610146;MALGRAT DE MAR
66960;F08000924;FERRER CHAMBO,V./FERRER CHAMBO,T.;MANLLEU;FRA BERNADI;8560;PLAÇA;18;938510240;MANLLEU
66961;F08000931;AUTET GUBIERAS, ASSUMPTA;MANLLEU;DE LA FONT;8560;CARRER;15;938511034;MANLLEU
66962;F08000949;ESPONA GRIFOL,MONTSERRAT;MANLLEU;SANT JOAN;8560;PASSEIG;115;938507203;MANLLEU
66963;F08000956;TALAVERON PLANAS, CRISTOFOL;MANRESA;ANGEL GUIMERA;8241;CARRER;23;938721505;MANRESA 2
66964;F08000963;COMAS  RIU, MA.TERESA;MANRESA;ANSELM CLAVE;8241;PLAÇA;1;938721323;MANRESA 1*
66965;F08000970;PAVIA PARDO, JAVIER;MANRESA;CARDONA;8241;CARRETERA;19;938725517;MANRESA 1*
66966;F08000995;BONSFILLS PONT, JOANA;MANRESA;BALMES;8242;CARRER;41;938730133;MANRESA 3
66967;F08001004;OLTRA ROVIRA, M.ASSUMPTA;MANRESA;MURALLA DEL CARME;8241;CARRER;16;938722771;MANRESA 3
66968;F08001011;ESTEVE CRUELLA, ANTONI;MANRESA;PLANA DE L'OM;8241;PLAÇA;4;938720509;MANRESA 1*
66969;F08001029;RUYRA PAGES, PERE;MANRESA;MAJOR;8241;PLAÇA;12;938723742;MANRESA 1*
66970;F08001036;ANGUERA FARRAN, TERESA/CUCURULL MATEU, CRISTINA;MANRESA;PERE III;8242;PASSEIG;1;938721715;MANRESA 2
66971;F08001043;GRAU VILALTA, LAIA;MANRESA;VIC;8241;CARRETERA;59;938772987;MANRESA 3
66972;F08001050;ALIER CARRION, TERESA;MANRESA;INFANTS;8241;PLAÇA;2;938721984;MANRESA 1*
66973;F08001068;COMAS RIU, RICARD;MANRESA;BORN;8241;CARRER;30;938721359;MANRESA 1*
66974;F08001075;SALA AUVI, M.ANGELS;MANRESA;SANT MIQUEL;8241;CARRER;10;938721767;MANRESA 1*
66975;F08001082;ARROYO SAINZ, ROSA MARIA;MANRESA;SANT IGNASI;8241;PLAÇA;13;938721389;MANRESA 4
66976;F08001090;TRAPE PUJOL, JOSEP;MANRESA;SOBRERROCA;8241;CARRER;40;938722180;MANRESA 1*
66977;F08001100;ROVIRA BERGER, LAIA;MARTORELL;PAU CLARIS;8760;CARRER;3;937750239;MARTORELL
66978;F08001117;MASSANEDA ROVIRA, JOAQUIM;MARTORELL;MESTRE VICENÇ RODRIGUEZ;8760;PLAÇA;1;937751897;MARTORELL
66979;F08001124;CARDONA TRULLAS, M. JOSEP;EL MASNOU;PRAT DE LA RIBA;8320;PASSEIG;23;935550403;OCATA-TEIA
66980;F08001131;RIERA SERRAT, EMILI;EL MASNOU;JOSEP LLIMONA;8320;CARRER;22;935550855;EL MASNOU-ALELLA
66981;F08001149;JIMENEZ TORT, SÍLVIA;MASQUEFA;MAJOR;8783;CARRER;1;937725301;MARTORELL RURAL
66982;F08001156;PLANA BORRAS, JULIANA;MATARO;CUBA;8302;PLAÇA;4;937985550;MATARO 1
66983;F08001163;DE LA PEÑA VILLALAIN ROSA M;MATARO;RAMBLA;8302;CARRER;16;937902024;MATARO 1
66984;F08001170;COLL FABRES, ENRIC;MATARO;SANT JOSEP;8302;CARRER;30;937904340;MATARO 1
66985;F08001188;MONTANER PICART, MONTSERRAT;MATARO;LA RIERA;8302;CARRER;57;937901030;MATARO 1
66986;F08001195;ROCA ALBERO, M. PILAR;MATARO;NOU;8301;CARRER;01-març;937901957;MATARO 2
66987;F08001205;COLL PAGES, TERESA/DEL RIO DURAN, RAQUEL;MATARO;SANT CRISTOFOR;8301;CARRER;1;937960908;MATARO 2
66988;F08001212;SPA VERA, RAMON;MATARO;SANTA MARIA;8301;PLAÇA;3;937901043;MATARO 2
66989;F08001220;VILARDELL GARRIGA, A.L.;MATARO;PUIG I CADAFALCH;8303;AVINGUDA;256;937982550;MATARO 5
66990;F08001237;XUCLA BAS, MARIANO (HEREUS);MOLINS DE REI;MAJOR;8750;CARRER;100;936681994;MOLINS DE REI
66991;F08001244;ROCA BRUNET, JUDIT/MAURI ROCA, M FE;MOLINS DE REI;MAJOR;8750;CARRER;31;936684949;MOLINS DE REI
66992;F08001251;CANALS PALAU,MARIA/SABORIT SANCLIMENT,ROBERT;MOLINS DE REI;PI I MARGALL;8750;CARRER;11;936681429;MOLINS DE REI
66993;F08001269;ROVIROSA OLIVE, SALVADOR;MOLLET DEL VALLES;BERENGUER III;8100;CARRER;64;935930095;MOLLET DEL VALLES-1 EST
66994;F08001276;AMADO DEL PINO, MARGARIDA;MOLLET DEL VALLES;PRAT DE LA RIBA;8100;PLAÇA;17;935930161;MOLLET DEL VALLES-1 EST
66995;F08001283;RAMON TUGAS, MONTSERRAT;MOLLET DEL VALLES;CATALUNYA;8100;PLAÇA;1;935930099;MOLLET DEL VALLES-1 EST
66996;F08001290;RELAT ROCA, JOSEP;MONTCADA I REIXAC;MAJOR;8110;CARRER;89;935641481;MONTCADA I REIXAC 1
66997;F08001300;GUIX MESTRES, MONTSERRAT;MONTCADA I REIXAC;MAJOR;8110;CARRER;25;935641645;MONTCADA I REIXAC 1
66998;F08001318;VILA MOGAS, JOAN;MONTCADA I REIXAC;JAUME I;8110;CARRER;26;935643315;MONTCADA I REIXAC 1
66999;F08001325;CIRICI GASCH, MANUEL;MONTGAT;SANT JORDI;8390;RIERA;14;934691187;MONTGAT
67000;F08001332;SOLERA JOU, RAFEL;MONISTROL DE MONTSERRAT;PONT;8691;CARRER;31;938350129;MONTSERRAT
67001;F08001340;RUIZ PLANAS, MONTSERRAT;SANTA MARGARIDA I ELS MONJOS;CATALUNYA;8730;AVINGUDA;66;938980002;PENEDES-RURAL*
67002;F08001357;ADRADOS DE MIGUEL,MA.CANDELA;MOIA;DE LA VILA;8180;AVINGUDA;18;938300417;MOIA
67003;F08001364;ROSADO CONEJO, LAIA;NAVARCLES;FORTIA SOLA;8270;CARRER;9;938310033;NAVARCLES-ST FRUITOS DE BAGES*
67004;F08001371;RIERA MARISTANY, MARTI;NAVAS;DE BERGA;8670;CARRETERA;59;938390173;NAVAS/BALSARENY*
67005;F08001389;BERENGUER AMENOS, ANNA / FLORENSA BERENGUER, ANNA M.;OLESA DE MONTSERRAT;JOSEP ANSELM CLAVE;8640;CARRER;114;937780186;OLESA DE MONTSERRAT
67006;F08001406;REIXACH MORERA, M.ASSUMPTA;SANTA MARIA DE PALAUTORDERA;MAJOR;8460;CARRER;44;938480030;SANT CELONI*
67007;F08001413;HUGUET PLANES, ARACELI;PALLEJA;PRAT DE LA RIBA;8780;CARRER;26;936683559;PALLEJA
67008;F08001420;BARJA GONZALEZ, M ISABEL;PARETS DEL VALLES;RAVAL;8150;CARRER;26;935737512;PARETS DEL VALLES
67009;F08001438;RECASENS ISART, MIQUEL;PIERA;SANT CRISTOFOL;8784;CARRER;3;937788232;PIERA
67010;F08001445;COSTA PERICH, FRANCESCA;PINEDA DE MAR;DEL MAR;8397;CARRER;14-A;937623187;PINEDA DE MAR
67011;F08001460;ALVAREZ RODRIGUEZ/QUINTANA TOMAS;EL PRAT DE LLOBREGAT;MAJOR;8820;CARRER;12;933790601;PRAT DE LLOBREGAT 1
67012;F08001477;GARRIGA/GUIMERA;EL PRAT DE LLOBREGAT;CENTRE;8820;CARRER;15;933703802;PRAT DE LLOBREGAT 1
67013;F08001484;FABRO YAGUE, M.MERCE;EL PRAT DE LLOBREGAT;FERRAN PUIG;8820;CARRER;8;933790122;PRAT DE LLOBREGAT 1
67014;F08001491;CAMPOS ROVIRA, JOAQUIM;PRATS DE LLUÇANES;MAJOR;8513;CARRER;35;938560287;LLUÇANES
67015;F08001501;PUEYO SALVADOR, JORDI;PREMIA DE MAR;RIERA DE PREMIA;8330;CARRER;16;937529042;PREMIA DE MAR
67016;F08001533;PICO GODOY, MONTSERRAT;PUIG-REIG;DE LA CREU;8692;PLAÇA;9;9,8380042;BAIX BERGUEDA
67017;F08001558;SELVA MARTI, JOSEP M.;RIPOLLET;CALVARI;8291;CARRER;3;936921809;RIPOLLET-1
67018;F08001565;TORRENT CARDELUS/FELIU TORRENT;RODA DE TER;MAJOR;8510;PLAÇA;7;938540058;RODA DE TER
67019;F08001572;PARRILLA LEAL, MARIA;RUBI;XERCAVINS;8191;CARRER;2;936991305;RUBI 1
67020;F08001580;CARULLA BATALLE, MARC;RUBI;FRANCESC MACIA;8191;PASSEIG;23;936990430;RUBI 2
67021;F08001597;COLOMINA BRUSAU, M.ROSA;SABADELL;LUSITANIA LOCAL 49;8206;CARRER;2;937162335;SABADELL 4-A
67022;F08001607;BAGAN TAPIOLES, MONTSERRAT;SABADELL;CARME;8202;CARRER;10;937250303;SABADELL 1-A
67023;F08001614;ARGELAGUET ARGEMI, SANTIAGO;SABADELL;SANT ANTONI MARIA CLARET;8202;CARRER;21;937450537;SABADELL 1-A
67024;F08001621;VINYES SANT, JOAN;SABADELL;DE SABADELL;8202;RAMBLA;235;937255710;SABADELL 1-A
67025;F08001639;CRUSAFONT SABATE, ANNA M.;SABADELL;COLOM;8201;CARRER;13;937250777;SABADELL 1-A
67026;F08001646;TORRES COSTA,LOURDES/MATARRANZ TORRES,LAIA;SABADELL;PRATS DE LLUÇANES;8208;CARRETERA;84-89 (LOCAL B);937161383;SABADELL 2
67027;F08001653;BLANCHART CAPDET, MIQUEL;SABADELL;DE MASSAGUE;8202;VIA;40;937252577;SABADELL 1-A
67028;F08001660;GILI SEGURA, MARTA;SABADELL;DE L'ANGEL;8202;PLAÇA;12;937251175;SABADELL 1-A
67029;F08001678;GARRIGA MAJO, ANNA;SABADELL;DE LA PLAÇA MAJOR;8208;PASSEIG;29;937255353;SABADELL 1-A
67030;F08001685;PONS SAMARANCH, ISABEL;SABADELL;MARQUILLES;8202;PLAÇA;4;937256745;SABADELL 1-A
67031;F08001692;SEGALAS CARRERAS, M. MERCE;SABADELL;RAMBLA;8201;CARRER;26;937257319;SABADELL 1-A
67032;F08001702;MIAS POBLET, M.DOLORS (HEREUS);SABADELL;BARBERA;8203;AVINGUDA;48;937101343;SABADELL 1-B
67033;F08001710;MORALES GUARCH, M.DOLORS;SABADELL;RAMBLA;8202;CARRER;165;937250518;SABADELL 1-A
67034;F08001727;LLOP TALAVERON, JORDI.J;SABADELL;DE LA PLAÇA MAJOR;8208;PASSEIG;58;937258945;SABADELL 1-A
67035;F08001734;GUERRERO BALLESTA, JOSEP M;SALLENT;ANGEL GUIMERA;8201;CARRER;2;938370046;SALLENT
67036;F08001741;FRANCH MASFERRER,JOSEP;SALLENT;DE LA PAU;8206;PLAÇA;3;938370022;SALLENT
67037;F08001759;ALBEROLA SOLANAS, YOLANDA;SANTPEDOR;ANGEL GUIMERA;8251;CARRER;5;938320057;NAVARCLES-ST FRUITOS DE BAGES*
67038;F08001766;CLAPES COLLANTES, AÏDA;SANT ADRIA DE BESOS;CATALUNYA;8930;AVINGUDA;50-52;933810132;SANT ADRIA BESOS 1
67039;F08001773;BOLOS CAUSADIAS, ESPERANÇA;SANT ADRIA DE BESOS;CATALUNYA;8930;AVINGUDA;92-94;933811804;SANT ADRIA BESOS 1
67040;F08001780;GÜELL VERDAGUER, GEMMA;SANT ANTONI DE VILAMAJOR;ALFONS I;8459;AVINGUDA;27;938450057;ALT MOGENT
67041;F08001798;CALVO DELGADO, JOSE MARIA;SANT BOI DE LLOBREGAT;GENERAL O'DONNELL;8830;CARRER;59;936400219;SANT BOI DE LLOBREGAT 1
67042;F08001808;TORNERO BERGOS, SONIA;SANT BOI DE LLOBREGAT;AJUNTAMENT;8830;PLAÇA;9;936610019;SANT BOI DE LLOBREGAT 1
67043;F08001815;VAQUER FONTANET, ANNA;SANT BOI DE LLOBREGAT;MAJOR;8830;CARRER;23;936400006;SANT BOI DE LLOBREGAT 1
67044;F08001822;DRAPER ARENAS, M/DRAPER CASAS,MA. DEL MAR;SANT CELONI;MAJOR;8470;CARRER;115;938670374;SANT CELONI*
67045;F08001830;SANCHO CASADESUS, CONCEPCIO;SANT CELONI;MAJOR;8470;CARRER;125;938670167;SANT CELONI*
67046;F08001847;OLLE PADROS, EULALIA;SANT CUGAT DEL VALLES;SANTA MARIA;8172;CARRER;27;936741531;SANT CUGAT DEL VALLES-1
67047;F08001854;MAGRO SALAVERT, MARIA DOLORES;SANT CUGAT DEL VALLES;SANTIAGO RUSIÑOL;8172;CARRER;38;936740645;SANT CUGAT DEL VALLES-1
67048;F08001861;GONZALEZ PEREZ,E/GARCIA FERNANDEZ,S;SANT FELIU DE CODINES;DOCTOR ROBERT;8182;PLAÇA;8;938660097;CALDES DE MONTBUI*
67049;F08001879;PARES TEMPLER, SYLVIA;SANT FELIU DE LLOBREGAT;JOAN BATLLORI;8980;CARRER;8;936668867;SANT FELIU DE LLOBREGAT 1
67050;F08001886;TAULE MARTI,JORDI/MARTI GARCIA,CRISTINA/MARTI GARCIA,MARTA;SANT FELIU DE LLOBREGAT;LAUREA MIRO;8980;CARRETERA;177;936661095;SANT FELIU DE LLOBREGAT 1
67051;F08001893;CALM NOGUES, JORDI/CALM NOGUES,ROSALIA;SANT FELIU DE LLOBREGAT;SANTA CREU;8980;CARRER;16;936662912;SANT FELIU DE LLOBREGAT 2
67052;F08001903;SANCHEZ SOLER, BENJAMIN/SANCHEZ SOLER, AUGUSTO;VILASSAR DE DALT;SANTA MARIA;8339;AVINGUDA;2;937530801;VILASSAR DE DALT
67053;F08001910;BRASO SERRA, JOSEFA;VILASSAR DE DALT;MESTRA VILADROSA;8339;CARRER;16;937530803;VILASSAR DE DALT
67054;F08001928;MIRABENT SALA, ANNA;SANT HIPOLIT DE VOLTREGA;BATLLE SERRALLONGA;8512;CARRER;08-oct;938570080;SANT HIPOLIT DE VOLTREGA*
67055;F08001935;PAGES PUJOL, MONTSERRAT;SANT JOAN DESPI;BALTASAR D'ESPANYA;8970;CARRER;18-20;933730201;SANT JOAN DESPI 1
67056;F08001942;BASTE BARBERAN, MARTA/COMAS BASTE, ORIOL;VILASSAR DE MAR;SANT JOSEP;8340;CARRER;85;937590941;VILASSAR DE MAR
67057;F08001950;JOVER- SANTIÑA,D/JOVER-SANTIÑA,P;VILASSAR DE MAR;MONTSERRAT;8340;CARRER;1;937590939;VILASSAR DE MAR
67058;F08001967;ARDERIU SOLSONA, MANOLITA;SANT JUST DESVERN;BONAVISTA;8960;CARRER;61;933711288;SANT JUST DESVERN
67059;F08001974;CAUSIN TORRES, AURORA;SANT POL DE MAR;MANZANILLO;8595;CARRER;16;937600508;CANET DE MAR
67060;F08001981;PAGANS GOMEZ, JOAN J;SANT LLORENÇ SAVALL;CATALUNYA;8212;AVINGUDA;66;937140021;CASTELLAR DEL VALLES
67061;F08001999;HERNANDEZ MASSANA, RAFEL;SUBIRATS;PONENT;8739;CARRER;16;938993003;PENEDES-RURAL*
67062;F08002015;MIRET MESTRE, MA.JOSEP/MA.TERESA;SANT PERE DE RIBES;MARCER;8810;PLAÇA;1;938963579;RIBES-OLIVELLA
67063;F08002022;BONFILL PLANAS, CLARA;SANT PERE DE RIUDEBITLLES;MONTSERRAT;8776;CARRER;56-58 LOCAL 2;938995276;SANT SADURNI D'ANOIA
67064;F08002030;CERRILLO ALBAIGES, NURIA;SANT QUINTI DE MEDIONA;MONTSERRAT;8777;AVINGUDA;65;938998229;SANT SADURNI D'ANOIA
67065;F08002047;BESORA MOLINS,AGATA / BESORA MOLINS,ERIC;SANT QUIRZE DE BESORA;PONT;8580;CARRER;45;938550044;SANT QUIRZE DE BESORA*
67066;F08002054;NARANJO SALOM, ELISABET;SANT SADURNI D'ANOIA;DOCTOR ESCAYOLA;8770;CARRER;4;938910188;SANT SADURNI D'ANOIA
67067;F08002061;MESTRE CLIMENT, RAQUEL;SANT SADURNI D'ANOIA;HOSPITAL;8770;CARRER;2;938912611;SANT SADURNI D'ANOIA
67068;F08002079;FIGULS GRAUVILARDELL, ESTRELLA;SANT VICENÇ DE CASTELLET; AJUNTAMENT;8295;PLAÇA;7;938331405;SANT VICENÇ DE CASTELLET
67069;F08002086;GIMFERRER RIPOLL, M.ROSA;SANT VICENÇ DE CASTELLET;GRAN;8295;CARRER;34;938330255;SANT VICENÇ DE CASTELLET
67070;F08002093;TABAR PRATS, MARIA;SANT VICENÇ DELS HORTS;BARCELONA;8620;CARRER;64;936560156;SANT VICENÇ DELS HORTS-1
67071;F08002103;RIFA PIÑOL, MARGARIDA;SANT VICENÇ DE TORELLO;CASTELL;8571;PLAÇA;07-ag;938591216;VALL DEL GES, LA*
67072;F08002110;TURA LLADO, JAUME;SANTA COLOMA DE CERVELLO;SANTA COLOMA;8830;AVINGUDA;01-març;936613343;SANT BOI DE LLOBREGAT 2
67073;F08002128;GARCIA LARA, ISABEL;SANTA COLOMA DE GRAMENET;DE LA VILA;8922;PLAÇA;3;933860155;SANTA COLOMA DE GRAMENET 1
67074;F08002135;PALACIOS SERRANO, FERRAN;SANTA COLOMA DE GRAMENET;MAJOR;8921;CARRER;46;933868344;SANTA COLOMA DE GRAMENET 4
67075;F08002142;MARTORELL JUSTRIBO, MONTSERRAT;SANTA COLOMA DE GRAMENET;MOSSEN JAUME GORDI;8921;PASSEIG;8;933860102;SANTA COLOMA DE GRAMENET 1
67076;F08002167;DORDAL CARALT, ESTER;SANTA PERPETUA DE MOGODA;PARE RODES;8130;CARRER;10;935600204;SANTA PERPETUA DE LA MOGODA
67077;F08002174;VALLS MAYNOU, MERCE;CERDANYOLA DEL VALLES;CATALUNYA;8290;AVINGUDA;17;936921130;CERDANYOLA-RIPOLLET
67078;F08002181;ALVAREZ PEREIRO, JULIA ROSAIO;CERDANYOLA DEL VALLES;CATALUNYA;8290;AVINGUDA;49 B;935947008;CERDANYOLA-RIPOLLET
67079;F08002199;ROIG MARTINEZ, MARTA;SENTMENAT;ANSELM CLAVE;8781;PASSEIG;23-25;937150384;POLINYA-SENTMENAT
67080;F08002209;FERRET DE QUEROL, FRANCESC XAVIER;SITGES;CAP DE LA VILA;8870;PLAÇA;9;938110033;SITGES
67081;F08002223;RIPOLL ESPINAT, M.ANGELS;SURIA;SALVADOR VANCELL;8260;CARRER;8;938695049;SURIA*
67082;F08002230;COLLADO GIL, VIRGINA;SURIA;SALVADOR VANCELL;8260;CARRER;28;938695695;SURIA*
67083;F08002248;BARFULL FONT, ANNA;TARADELL;DOMENEC SERT;8552;PASSEIG;14;938800056;SANTA EUGENIA DE BERGA*
67084;F08002255;DE CACHO RIVERA, JORDI;TERRASSA;DE MONTSERRAT;8221;RAVAL;48;937885380;TERRASSA-A
67085;F08002262;DE VEGA RUBIO, RUBEN;TERRASSA;TOPETE;8221;CARRER;90;937835217;TERRASSA-A
67086;F08002270;VICENTE DE AVILES, FAUSTINO;TERRASSA;DEL VALLES;8226;AVINGUDA;457;937853499;TERRASSA-F
67087;F08002287;TARIN CARDONA, LLUIS;TERRASSA;FONT VELLA;8221;CARRER;71;937362023;TERRASSA-A
67088;F08002294;MESTRE GORNE, ROSALIA;TERRASSA;NOU DE SANT PERE;8221;CARRER;65;937318168;TERRASSA-A
67089;F08002304;TORRENT SOLANS, ANNA;TERRASSA;VELLA;8221;PLAÇA;2;937800910;TERRASSA-A
67090;F08002311;ESPI PUMAROLA, M.DEL CARME;TERRASSA;VINT-I-DOS DE JULIOL;8225;PASSEIG;333;937881802;TERRASSA-E
67091;F08002329;MAGAÑA ESMERATS, SILVIA;TERRASSA;NORD;8221;CARRER;92-94;937835140;TERRASSA-A
67092;F08002336;CAMACHO ALVAREZ, MILAGROS;TERRASSA;EGARA;8221;RAMBLA;390;937883934;TERRASSA-E
67093;F08002350;BRUGUERAS GARCIA, JOAN;TERRASSA;PORTAL SANT ROC;8221;CARRER;64;937885441;TERRASSA-A
67094;F08002368;CARBO ALSIUS, MERCE;TERRASSA;MAJOR DE SANT PERE;8222;CARRER;93;937839738;TERRASSA-A
67095;F08002375;TORRAS SOLA, JOSEP M;TERRASSA;SANT FRANCESC;8221;CARRER;12;937800920;TERRASSA-A
67096;F08002382;BATALLE TAPIOLES, ADELA/BATALLE TAPIOLAS, JOSEP LLUIS;TERRASSA;PROGRES;8224;PLAÇA;41;937881341;TERRASSA-E
67097;F08002390;BELMONTE CASTAN, CRISTINA;TERRASSA;EGARA;8221;RAMBLA;289;937807524;TERRASSA-E
67098;F08002417;MAQUA ESCANON, M. PILAR;TIANA;LOLA ANGLADA;8391;CARRER;38;933952706;MONTGAT
67099;F08002424;FABRE BUXADERAS, JOSEP;TONA;BARCELONA;8551;CARRER;2;938870238;TONA*
67100;F08002431;MARCOVAL MARTI, NURIA;TORDERA;ESGLESIA;8399;PLAÇA;8;937640992;TORDERA
67101;F08002449;PRAT BOFIIL, FORTIA/PRAT BOFILL, JORDI;TORELLO;PONT;8570;CARRER;21;938590381;VALL DEL GES, LA*
67102;F08002456;FONT BOU, MIREIA;TORELLO;ANSELM CLAVE;8570;CARRER;2;938590088;VALL DEL GES, LA*
67103;F08002463;ACEVES ARGEMI, HELENA;TORELLO;ENRIC PRAT DE LA RIBA;8570;CARRER;1;938590439;VALL DEL GES, LA*
67104;F08002470;CUCURELLA ABRIL, M. VICTORIA;VALLIRANA;MAJOR;8759;CARRER;332;936601127;VALLIRANA
67105;F08002488;FARGAS RIERA, JOSEP;VIC;BISBE MORGADAS;8500;CARRER;25;938856162;VIC - 1
67106;F08002495;BARNOLAS PUIGBO,FELISA;VIC;DEL CARME;8500;RAMBLA;37;938863509;VIC - 1
67107;F08002505;YLLA-CATALA BORE, IGNASI;VIC;PARADIS;8500;PLAÇA;3;938863784;VIC - 1
67108;F08002512;URGELL CANAL, F. XAVIER;VIC;HOSPITAL;8500;RAMBLA;18;938853863;VIC - 1
67109;F08002520;VILAPLANA PENELLA, JOSEP;VIC;MAJOR;8500;PLAÇA;17;938860824;VIC - 1
67110;F08002544;AMADO CERCOS, PERE/AMADO MONSARRO, ORIOL;VILAFRANCA DEL PENEDES;SANT PERE;8720;CARRER;2;938901239;VILAFRANCA DEL PENEDES 1
67111;F08002551;BOSCH CASTELL, ROMAN;VILAFRANCA DEL PENEDES;PARELLADA;8720;CARRER;23;938920173;VILAFRANCA DEL PENEDES 1
67112;F08002569;PLANAS HUGUET, JOSEP/ANTONIA;VILAFRANCA DEL PENEDES;LA GIRADA;8720;RAMBLA;15;938901826;VILAFRANCA DEL PENEDES 2
67113;F08002576;PAUSAS MAS, LL./PEDREROL GALLEGO, M. A.;VILAFRANCA DEL PENEDES;PARELLADA;8720;CARRER;39;938920591;VILAFRANCA DEL PENEDES 1
67114;F08002583;MIRALLES FIGUERES, ELOI;VILAFRANCA DEL PENEDES;DE LA CORT;8720;CARRER;1;938920123;VILAFRANCA DEL PENEDES 1
67115;F08002590;BENEDICTO PUIG, MARIA MERCEDES;VILAFRANCA DEL PENEDES;DE LA CORT;8720;CARRER;37;938920176;VILAFRANCA DEL PENEDES 1
67116;F08002600;LOBATO RODRIGUEZ,C/LOBATO RODRIGUEZ, C;VILANOVA I LA GELTRU;PRINCIPAL;8800;RAMBLA;124;938930086;VILANOVA I LA GELTRU-2
67117;F08002618;GUASCH COTS, ANNA;VILANOVA I LA GELTRU;CAPUTXINS;8800;CARRER;48;938930147;VILANOVA I LA GELTRU-2
67118;F08002625;PEDRAZA FERRER, FERNANDO;VILANOVA I LA GELTRU;SOLER I GUSTEMS;8800;PLAÇA;20;938930096;VILANOVA I LA GELTRU-2
